wordposts,260129.txt,wp,po
wordposts,260101.txt,wp,po
wordposts,251018.txt,wp,po
wordposts,251001.txt,wp,po
wordposts,250805.txt,wp,po
wordposts,250501-5.txt,wp,po
wordposts,250501-4.txt,wp,po
wordposts,250501-3.txt,wp,po
wordposts,250501-2.txt,wp,po
wordposts,250501-1.txt,wp,po
wordposts,220531.txt,wp,fi
